ID,indoors,created_at,session_id,device_id,room,floor,building,connected_ap,rssi_strength,is_center,gps_alt,gps_longitude,gps_latitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_sea_level,baro_pressure,baro_relative_altitude,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
1160,1,2021-02-06 15:08:34,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-52,1,46,-73,40,-1,12,0,0,1017,1007,81,GS,0-2,activity_still,New York,United States,27,4,-36,46,
1161,1,2021-02-06 15:08:35,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-55,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,25,10,-38,47,
1162,1,2021-02-06 15:08:36,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-52,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,18,19,-40,48,
1163,1,2021-02-06 15:08:37,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-50,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,24,34,-40,58,
1164,1,2021-02-06 15:08:38,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-50,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,40,29,-42,65,
1165,1,2021-02-06 15:08:39,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-51,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,21,13,-30,39,
1166,1,2021-02-06 15:08:40,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-52,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,8,7,-26,29,
1167,1,2021-02-06 15:08:41,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-50,1,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,10,3,-26,29,
1168,1,2021-02-06 15:08:42,2021-02-06 15:07:53,zeroltevzw-SM-G925V,608,6,Lewisohn,d8:c7:c8:42:7f:d1,-51,0,46,-73,40,-1,12,0,0,1017,1007,82,GS,0-2,activity_still,New York,United States,18,-1,-26,32,
1169,1,2021-02-06 16:21:31,2021-02-06 16:21:31,zeroltevzw-SM-G925V,607,6,Lewisohn,d8:c7:c8:42:7f:d1,-61,1,46,-73,40,-1,12,0,0,1018,1008,82,GS,0-2,activity_still,New York,United States,26,-21,-25,42,
1170,1,2021-02-06 16:21:32,2021-02-06 16:21:31,zeroltevzw-SM-G925V,607,6,Lewisohn,d8:c7:c8:42:7f:d1,-60,1,46,-73,40,-1,12,0,0,1018,1008,82,GS,0-2,activity_still,New York,United States,19,-25,-25,41,
1171,1,2021-02-06 16:21:33,2021-02-06 16:21:31,zeroltevzw-SM-G925V,607,6,Lewisohn,d8:c7:c8:42:7f:d1,-60,1,46,-73,40,-1,12,0,0,1018,1008,82,GS,0-2,activity_still,New York,United States,4,-30,-25,40,
1172,1,2021-02-06 16:21:34,2021-02-06 16:21:31,zeroltevzw-SM-G925V,607,6,Lewisohn,d8:c7:c8:42:7f:d1,-59,1,46,-73,40,-1,12,0,0,1018,1008,82,GS,0-2,activity_still,New York,United States,-10,-14,-19,26,
1173,1,2021-02-06 16:21:35,2021-02-06 16:21:31,zeroltevzw-SM-G925V,607,6,Lewisohn,d8:c7:c8:42:7f:d1,-59,1,46,-73,40,-1,12,0,0,1018,1008,82,GS,0-2,activity_still,New York,United States,-12,-9,-26,30,
